nebenkosten,heizungstyp,telekom_tv_angebot,telekom_hybrid_uploadspeed,neu_bau,balkon,bilderanzahl,preisentwicklung,telekom_uploadspeed,gesamt_miete,baujahr,scout_id,parkplätze,fuer_heizung,mit_kueche,bundesland,keller,baujahr_range,grundmiete,hausnummer,wohnflaeche,bezirk,zustand,ausstattungsqualitaet,haustiere_erlaubt,straße,straße_plain,aufzug,grundmiete_range,wohnungstyp,postleitzahl,zimmer,waermeschutz,etage,anzahl_stockwerke,zimmer_range,garten,wohnflaeche_range,region2,region3,beschreibung,ausstattung,heizkosten,energieeffizienzklasse,letzte_sanierung,stromgrundpreis,strom_kwh_preis,daten_datum
151.0,central_heating,ONE_YEAR_FREE,NA,FALSE,FALSE,27,10.95,10,1399.0,NA,110091597,NA,gas,TRUE,Berlin,FALSE,NA,1189.0,5,82.0,Berlin,refurbished,na,negotiable,Burgsdorfstraße,Burgsdorfstraße,FALSE,7,apartment,13353,3,156.23,2,5,3,FALSE,4,Berlin,Wedding_Wedding,"Suchen Sie eine 3-Zimmerwohnung in Wedding? Willkommen in der Burgsdorfstr. 5! Eine sanierte Altbauwohnung in Wedding/ am S- und U-Bhf. Wedding (S-Ring, U6). Geeignet für Pärchen!","Die im Vorderhaus im 2.OG gelegene Wohnung bietet folgende Ausstattung: + Erstbezug nach Sanierung + 3 Zimmer (2 Durchgangszimmer vorhanden) + Modernes Bad mit Wanne + Küche mit Einbauküche * + Dielen in den Zimmern und im Flur + Gespachtelte und gestrichene Wände + Neuwertige Strom-/Telekommunikationsanschlüsse + Zentralheizung * Die vorhandene Einbauküche (Siehe Fotos) ist Eigentum des aktuellen Mieters und kann für 1.500 Euro erworben werden. Es wird ein unbefristeter Mietvertrag mit einer Mindestmietlaufzeit von 15 Monaten angeboten (inkl. dreimonatiger Kündigungsfrist). Staffelmietvereinbarung: 3,5 % jährlich. Bezogen auf die Nettokaltmiete. Begrenzt auf 10 Jahre.",59,NA,2017,NA,NA,2019-05-01
50.0,central_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,7,6.08,40,549.0,1997,113322564,NA,district_heating,TRUE,Berlin,FALSE,5,449.0,76D,47.0,Berlin,well_kept,normal,negotiable,Salvador-Allende-Str.,Salvador-Allende-Str.,FALSE,3,apartment,12559,1,98.5,2,4,1,FALSE,2,Berlin,Köpenick_Köpenick,"Wichtig: Bitte lassen Sie uns eine Kontaktanfrage über das Exposé zukommen, sodass wir Sie bei Änderungen der Besichtigungstermine informieren können. Diesbezüglich empfehlen wir Ihnen auch das Exposé am Tag der Besichtigung auf Änderungen zu prüfen. Sollte das Exposé deaktiviert sein, steht die Wohnung i.d.R. nicht mehr zur Verfügung.",- 1 Zimmer - Einbauküche vorhanden - Balkon - gefliestes Badezimmer mit Badewanne und Handtuchhalter - Laminatboden - Zentralheizung - zentrale Warmwasserversorgung - Gegensprechanlage - TV & Kabelanschluss,50,NA,NA,NA,NA,2019-10-01
209.65,floor_heating,NA,NA,TRUE,TRUE,16,10.4,NA,1289.65,2018,106922848,NA,district_heating,TRUE,Berlin,TRUE,9,1080.0,21,59.9,Berlin,first_time_use,luxury,no,"Gabriele-Tergit-Promenade 59,9","Gabriele-Tergit-Promenade_59,9",TRUE,7,terraced_flat,10963,2,59,11,14,2,TRUE,2,Berlin,Tiergarten_Tiergarten,"Architektonisches Highlight entstanden durch das weltbekannte Architekturbüro Hilmer, Sattler und Albrecht. Der Neubaukomplex bietet unglaublich viel Komfort, und ist an die heutigen Bedürfnisse angepasst. + top Lage im Zentrum Berlins + 24/7 Concierge Service + Fussbodenheizung mit Kühlfunktion + Elektronische Außenjalousien mit Windwächter + 3-Wege regelbare elektro/aktiv-passiv Wohnungslüftung + Balkone und Loggien mit spektakulärem Blick über Berlin + gärtnerisch gestalteter Innerhof und dies sind nur wenige der nennenswerten Höhepunkte die in der Wohnung aufzufinden sind.","Die Ausstattung Ihrer Wohnung lässt nahezu keinen Wunsch offen und weißt u.a. folgende Ausstattungsmerkmale auf: + Hauseigener Concierge Service mit Doorman in der Lobby (24/7) + angelegte Parkanlage mit Wasserbrunnen in der 4. Verteilerebene + Loggia + Parkettfußböden mit + Fussbodenheizung mit Kühlfunktion + modernste Fenstersysteme + Schallschutztüren + elektronische Außenjalousien mit Windwächter + 3-Wege regelbare elektro/aktiv-passiv Wohnungslüftung + luxus Badezimmer + hochwertige, vollausgestattete Einbauküche + ideale, großzügige Raumaufteilung + lichtdurchflutet + sehr ruhig + Videosprechanlage + Fahrradstellplatz + Keller + moderne Chipschloss Anlage + moderne Tiefgaragenstellplätze ----------------------- + not furnitured + Concierge service with doorman in the lobby (24/7) + landscaped park with water wells in the 4th distribution level + balcony + oak parquet + underfloor heating with cooling function + most modern window systems + soundproof doors + electronic exterior blinds with wind sensor + 3-way adjustable electro / active-passive home ventilation + luxury bathroom with window, bathtub and towel rail radiator + high-quality, fully equipped fitted kitchen + ideal, spacious layout + flooded with light + very quiet + video intercom + bicycle parking + cellar + modern chip lock facility + modern underground parking spaces",NA,B,NA,90.76,0.1985,2018-09-01
170.0,gas_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,15,6.65,40,989.0,1990,115690229,1,gas,TRUE,Berlin,FALSE,4,749.0,4a,69.75,Berlin,well_kept,normal,negotiable,Wattstraße,Wattstraße,TRUE,5,apartment,13629,2,176.9,4,6,2,FALSE,3,Berlin,Siemensstadt_Spandau,"Die schöne 2-Zimmerwohnung liegt im vierten Obergeschoss des gepflegten Neubaus aus dem Jahre 1990, im schönen Spandau-Siemensstadt. In die Wohnung im vierten Obergeschoss gelangt man ebenerdig durch den vorhandenen Aufzug. Sie zeichnet sich durch seinen individuellen Grundriss aus. Vom Flur aus gelangt man zentral in alle Räumlichkeiten. Die Küche ist mit einer modernen Einbauküche ausgestattet, die kostenfrei zur Nutzung überlassen wird. Das Wohnzimmer ist vom Flur begehbar und hat zudem einen Zugang zum Schlafzimmer und zur Küche. Separat grenzt am Wohnzimmer noch der Erker an, der als Essbereich genutzt werden kann. Das innenliegeden Badezimmer ist mit einer Badewanne ausgestattet und hat einen Waschmaschinenanschluss. Das Schlafzimmer ist praktisch geschnitten und bietet ausreichen Platz für ein großes Bett. Für zusätzlichen Stauraum verfügt die Wohnung über einen Abstellraum.",- Einbauküche - Badezimmer mit Badewanne - Waschmaschinenanschluss - Laminat - Erker - Abstellraum - Kunststofffenster - Optional Tiefgaragenstellplatz,70,NA,NA,NA,NA,2020-02-01
204.0,central_heating,ONE_YEAR_FREE,NA,FALSE,FALSE,10,11.22,40,1299.0,1959,106347457,NA,gas,TRUE,Berlin,FALSE,2,1013.0,11,68.06,Berlin,first_time_use_after_refurbishment,na,negotiable,Wilhelmshavener Straße,Wilhelmshavener_Straße,TRUE,7,apartment,10551,3,158.8,NA,5,3,FALSE,3,Berlin,Tiergarten_Tiergarten,"""Das Wohnhaus in der Wilhelmshavener Straße 11 wurde im Jahre 1959 erbaut und hat einen Aufzug. Energieausweis aus 2013 liegt vor. Endenergiebedarf: 158,80 kWh/(m²a)""","Diese sanierte 3-Zimmer-Wohnung befindet sich in der fünften Etage des Vorderhauses. Sie verfügt über einen Balkon, der nach Westen ausgerichtet ist. Im gesamten Wohnbereich wurde edles Eichenparkett verlegt. Die Küche ist im Arbeits- und Bodenbereich modern gefliest und wird mit einer Einbauküche ausgestattet. Das Wannenbad ist mit neuen Sanitärobjekten und einem Handtuchheizkörper versehen. Eingebaute Halogen-Deckenspots in Flur und Bad sorgen für optimale Beleuchtung. Die Wohnung wird über eine Zentralheizung beheizt und mit Warmwasser versorgt. Der Energieträger hierfür ist Gas.",82,NA,NA,90.76,0.1985,2018-09-01
700.0,central_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,40,7.04,40,2500.0,1998,113669780,2,gas,TRUE,Berlin,TRUE,5,1720.0,99,220.0,Berlin,refurbished,sophisticated,negotiable,Franz-Körner-Straße,Franz-Körner-Straße,FALSE,8,roof_storey,12347,4,163,NA,5,4,TRUE,7,Berlin,Britz_Neukölln,Helles Maisonette-Dachgeschoss in Neukölln per SOFORT zu vermieten. Die Wohnung wird frisch gemalert und ohne die Möbel auf den Bildern übergeben.,"Hochwertig ausgestattete Maisonette-Dachgeschoss im 2. und 3. OG per SOFORT zu vermieten: In der Wohnung liegt Parkettboden Drei der vier Zimmer liegen separat und sind keine Durchgangszimmer. Die offene Einbauküche ist u.a. mit Herd,Spüle und Geschirrspüler der Firma BOSCH ausgestattet. Die zwei Bäder sind hochwertig gefliest. Diese Wohnung hat insgesamt drei Terrassen Zur der Wohnung gehört ein kleiner eigener Garten. Zwei PKW Stellplätze können zusätzlich angemietet werden. Die Vermittlung erfolgt über Lion-Immobilien, Tel. 030 - 20 23 81 18 weitere Angebote gern auf Anfrage, www.lion-immobilien.de office@lion-immobilien.de",350,NA,NA,NA,NA,2019-10-01
154.0,central_heating,ONE_YEAR_FREE,10,FALSE,FALSE,0,8.22,2.4,604.0,NA,107322178,NA,NA,TRUE,Berlin,TRUE,NA,450.0,26,40.0,Berlin,na,na,negotiable,Röbellweg,Röbellweg,FALSE,3,other,13125,1,NA,2,2,1,FALSE,1,Berlin,Buch_Pankow,"Bei dieser ansprechenden Immobilie handelt es sich um eine Wohnung im zweiten OG, die zum 01.10.2018 bezogen werden kann. Zu der Wohnung zählen eineinhalb hübsche Zimmer. Eine Einbauküche sowie ein Kellerraum stehen Ihnen außerdem zur Verfügung.",NA,NA,NA,NA,90.76,0.1985,2018-09-01
91.74,floor_heating,NA,NA,FALSE,TRUE,9,10.09,NA,1406.68,NA,107340460,NA,NA,TRUE,Berlin,FALSE,NA,1253.78,37/38,61.16,Berlin,first_time_use,sophisticated,no,Stralauer Platz,Stralauer_Platz,TRUE,7,apartment,10243,2,NA,8,11,2,FALSE,3,Berlin,Friedrichshain_Friedrichshain,"Exklusive Wohnlage – 100% Spree, 100% Berlin. Früher ehemaliger Grenzstreifen, heute absolutes Wohnhochgefühl mit Weit – und Wasserblick. In puncto Dynamik und Lebendigkeit ist Friedrichshain DAS Nonplusultra. Zwischen Warschauer Brücke und Volkspark Friedrichshain, zwischen buntem Treiben oder grüner Oase ist für jede Gemütslage das Passende dabei. Sie wollen das neue, echte Berlin spüren? Dann sind Sie hier genau richtig!","Zur hochwertigen Ausstattung dieser Immobilie zählen: - Eiche-Parkett - gefliestes Vollbad - Strukturheizkörper - Waschbecken - Fußbodenheizung - Balkon - Abstellkammer - Sonnenmarkisen - amerikanische Einbauküche bestehend aus Unter- und Oberschränken, ausgestattet mit weißen Fronten, einer Einbauspüle, vollintegrierter Spülmaschine, einem Herd mit Cerankochfeld, Mikrowelle und einer Umlufthaube sowie einem Hochschrank mit Kühl-/ Gefrierkombination. - Videogegensprechanlage Bitte beachten Sie, dass wir in diesem Objekt weitere Wohnungen in anderen Geschosslagen anbieten.",61.16,NA,2018,90.76,0.1985,2018-09-01
186.96,district_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,8,8.86,40,822.97,1997,107378502,NA,district_heating,TRUE,Berlin,TRUE,5,636.01,22,68.75,Berlin,well_kept,na,NA,Forkenzeile,Forkenzeile,FALSE,5,apartment,13125,3,97,3,NA,3,FALSE,3,Berlin,Karow_Weißensee,Es handelt sich um ein 4-geschossiges Haus welches 1997 erbaut wurde.,"Die sehr ruhig gelegene Wohnung im Grünen ist großzügig geschnitten und mit einem Balkon ausgestattet. Im Bad kann bequem die Waschmaschine aufgestellt werden, alle Anschlüsse hierfür sind vorhanden. Die Wohnung wird mit neuem Laminatboden vermietet.",64.24,NA,NA,90.76,0.1985,2018-09-01
80.0,central_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,13,6.22,10,1300.0,1958,108177922,NA,gas,TRUE,Berlin,TRUE,2,1150.0,18,49.39,Berlin,na,na,NA,Pflugstraße,Pflugstraße,FALSE,7,apartment,10115,2,98,3,4,2,FALSE,2,Berlin,Mitte_Mitte,NA,Allgemein: - Waschtrockner - Vorderhaus Räume: - verputzte Wände - Parkettboden Küche: - Geschirrspüler Badezimmer: - Dusche,70,C,NA,NA,NA,2020-02-01
155.0,central_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,19,7.78,40,1766.0,1914,115176177,NA,natural_gas_light,TRUE,Berlin,FALSE,1,1500.0,NA,111.0,Berlin,na,na,negotiable,no_information,NA,FALSE,7,roof_storey,10245,3,114.6,5,5,3,FALSE,5,Berlin,Friedrichshain_Friedrichshain,"Suchen Sie eine 3-Zimmerwohnung in Friedrichshain? Willkommen in Ihrer Traumwohnung! Die 3-Zimmerwohnung befindet sich im Seitenflügel im Dachgeschoss eines gepflegten Altbaus. Insgesamt verfügt die Wohnung über drei Zimmer, wobei eines mit der Küche verbunden ist, ein Wannenbad mit Fenster, ein Gäste-WC mit Dusche und eine Küche mit Einbauküche. Der Waschmaschinenanschluss befindet sich im Wannenbad. Komplettiert wird das Wohnungsangebot mit einer Terrasse. Der U-Bhf. Frankfurter Tor (U5) ist in wenigen Gehminuten erreicht. Es wird ein unbefristeter Mietvertrag mit einer Mindestmietlaufzeit von 15 Monaten angeboten (inkl. dreimonatiger Kündigungsfrist). Staffelmietvereinbarung: 2,5 % jährlich. Bezogen auf die Nettokaltmiete. Begrenzt auf 10 Jahre.",NA,111,NA,NA,NA,NA,2020-02-01
115.0,district_heating,ONE_YEAR_FREE,NA,FALSE,FALSE,1,8.57,40,545.0,1912,107048866,NA,district_heating,FALSE,Berlin,FALSE,1,430.0,57,36.08,Berlin,na,na,NA,Westfälische Str.,Westfälische_Str.,FALSE,3,na,10711,1,77.6,3,NA,1,FALSE,1,Berlin,Wilmersdorf_Wilmersdorf,Toller Altbau in beliebter Charlottenburg Lage. Die hier angebotene Wohnung befindet sich im 3 OG des ruhigen Gartenhauses und verfügt über einen großzügig geschnittenen Wohnbereich.,NA,NA,NA,NA,90.76,0.1985,2018-09-01
150.0,na,ONE_YEAR_FREE,NA,FALSE,TRUE,0,9.26,40,1200.0,1910,115691712,NA,NA,TRUE,Berlin,TRUE,1,1050.0,3,53.0,Berlin,modernized,normal,no,Sander Strasse,Sander_Strasse,FALSE,7,roof_storey,12047,2,NA,5,5,2,FALSE,2,Berlin,Neukölln_Neukölln,"Zum 01.04.2020 kann in die attraktive, modernisierte Dachgeschosswohnung, die im fünften OG liegt, eingezogen werden. Das Objekt verfügt über zwei schöne Zimmer. Ein aktueller Energieausweis liegt vor. Zur Immobilie gehört auch ein Balkon, auf dem es sich wunderbar vom Alltag erholen lässt. Ihnen steht außerdem ein Kellerraum zur Verfügung. Die Einbauküche, die bereits vorhanden ist, spart Ihnen Zeit und Geld gegenüber einem Neukauf.","Hardwood floor in the living room, natural stone tiles in the kitchen and bathroom, and a wood-look laminate in the bedroom. The flat is very light and airy. Windows in every room The living room has doors leading to the terrace on one side and a french door window on the other side.",NA,NA,2015,NA,NA,2020-02-01
90.0,district_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,9,7.59,40,899.0,1933,113058948,NA,gas,TRUE,Berlin,FALSE,1,764.0,10,46.34,Berlin,na,na,NA,Zermatter Straße,Zermatter_Straße,FALSE,5,apartment,13407,2,109.3,NA,4,2,FALSE,2,Berlin,Reinickendorf_Reinickendorf,NA,Allgemein: - Waschmaschine Räume: - verputzte Wände - Parkettboden Küche: - Geschirrspüler Badezimmer: - Dusche,45,D,NA,NA,NA,2019-10-01
115.0,self_contained_central_heating,ONE_YEAR_FREE,NA,FALSE,FALSE,7,9.13,10,1095.0,1900,66012954,NA,gas,TRUE,Berlin,TRUE,1,980.0,16,93.0,Berlin,fully_renovated,normal,negotiable,Kolberger Straße,Kolberger_Straße,FALSE,6,apartment,13357,2,153.6,3,4,2,FALSE,4,Berlin,Wedding_Wedding,"Schöne zweizimmrige Altbauwohnung mit halboffener Küche und zwei Bädern im III. OG eines modernisierten Eckaltbaus. Die Wohnung wird komplett renoviert (Wände,Decken,Fenster,Türen) übergeben.","Abgezogene Holzdielen, glattgespachtelte Wände und Decken, Gegensprechanlage, Wannenbad, Duschbad Fahrradkeller. Hauselektrik und Wohnungselektrik erneuert.",NA,NA,NA,NA,NA,2019-10-01
228.79,district_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,5,6.83,40,1710.1,1992,112590971,NA,district_heating,TRUE,Berlin,FALSE,5,1387.36,21,95.68,Berlin,well_kept,sophisticated,negotiable,Meinekestraße,Meinekestraße_,TRUE,7,apartment,10719,2,46,3,8,2,FALSE,4,Berlin,Charlottenburg_Charlottenburg,Das Meineke Quartier mit seiner interessanten Architektur wurde Anfang der 90-er Jahre erbaut/saniert und befindet sich in zentraler Citylage nur 100 Meter vom Kurfürstendamm entfernt. Das Quartier verfügt über eine Einzelhandels Passage im Erdgeschoss und im Untergeschoss sowie über Wohnungen in den Obergeschossen und ein dem Objekt zugeordnetes Parkhaus mit Einstellplätzen in ausreichender Kapazität.,"2 Zimmer, Fußbodenheizung, Fliesen u. Parkettboden, Küche mit Einbauküche, Bad mit Eckbadewanne sowie Waschmaschinen-Anschluß, 1 Kammer, 1 Balkon",95.33,C,NA,NA,NA,2019-10-01
225.0,central_heating,ONE_YEAR_FREE,NA,FALSE,FALSE,8,6.73,40,1215.0,1932,111328308,NA,gas,FALSE,Berlin,FALSE,1,990.0,NA,90.0,Berlin,first_time_use_after_refurbishment,na,NA,no_information,NA,FALSE,6,apartment,12527,3,70.8,2,3,3,FALSE,4,Berlin,Schmöckwitz_Köpenick,"ERSTBEZUG NACH SANIERUNG! Wir bieten Ihnen hier eine schöne, helle sanierte 3 Zimmerwohnung im 1.OG eines 1932 erbauten Hauses. Das Wohnzimmer verfügt über einen Erker, der sich wunderbar als kleines Esszimmer oder als Arbeitsplatz eignet. Der großzügige Grundriss mit seinem hochwertigen Echtholzparkett, verleit der Wohnung eine warme und gemütliche Atmosphäre. Der gelungene Schnitt bietet Ihnen eine Vielzahl der verschiedensten Möblierungsmöglichkeiten. Das Duschbad und die Küche sind mit einer grauen Natursteinbodenfliese geschmackvoll ausgestattet. Gerne zeigen wir Ihnen die schöne Wohnung bei einer individuellen Besichtigung und freuen uns von Ihnen zu hören.",- Erstbezug nach Sanierung - hochwertiges Echtholzfertigparkett - hochwertige Fliesen und Badmöbel von Villeroy und Boch; Armaturen von Grohe - großzügiger Grundriss - läßt ein vielzahl der verschiedensten Möblierungsvarianten zu - neuster energetischer Standard inklusive solare Wassererwärmung - Hochwertige Holzfaserdämmung (besonders gut für das Raumklima) - Gartenmitbenutzung,NA,B,NA,NA,NA,2020-02-01
300.0,floor_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,22,9.2,10,1190.0,2016,107322422,1,district_heating,TRUE,Berlin,TRUE,9,890.0,1,83.0,Berlin,mint_condition,sophisticated,no,Rupertweg,Rupertweg,TRUE,6,apartment,13127,3,50,2,3,3,TRUE,4,Berlin,Französisch_Buchholz_Pankow,"Wir suchen zum 01.11.2018 einen Nachmieter für unsere 3-Zimmer Wohnung in Pankow/Französisch Buchholz. Die Wohnung befindet sich in einem 2016 neu erbauten Mehrfamilienkomplex im 2. Stock. Bei ernsthaftem Interesse bitte per Nachricht melden. Unser Vermieter würde sich über einen kurzen Steckbrief freuen. Zudem sollte das Haushalts - Nettoeinkommen mindestens 3200€ sein. (Miete 40% davon). Mietschuldenfreiheitsbescheinigung, Gehaltsnachweise, sowie Schufaauskunft benötigt er auch. Das Mietlaufzeit mindestens 1 Jahr ab Einzug. Merkmale: - KFZ Stellplatz für 35€/Monat (optional) - massive Bauweise - Baujahr 2016, zweiter Bezug - Aufzug vom Keller bis zum Dach - Heizkosten in NK enthalten - Eichen-Fertigparkett in den Wohnräumen - Flur, Küchenbereich (330cm x 240cm) —Wohnzimmer- und Küche sind in einem Raum-, Gäste WC, Bad sowie HWR sind gefließt - Fußbodenheizung - großer Südwestbalkon mit Holzbelag (6qm) und elektrischer Vollkassettenmarkise - modernes Bad mit Badewanne und bodengleicher Dusche (ohne Fenster) - kontrollierte Wohnraumbelüftung inkl Wärmetauscher (zusätzlicher Stromverbrauch) - hauseigene Gartenanlage sowie Spielplatz - begrüntes Dach - großzügiges Kellerabteil (6,5qm) - Fahrradabstellmöglichkeiten vor und im Haus - Netzwerkanschluss je Wohnraum - weiße Türen - Wohnzimmertüre mit großem Klarglasausschnitt - EBK (weiß Hochglanz) nicht enthalten - kann aber gegen Ablöse übernommen werden. Aber: kein Kühlschrank und keine Spülmaschine. Die nehmen wir mit. - Tramlinie 50, sowie Geschäfte des täglichen Bedarfs, KITA, Schule fußläufig - Autobahnzubringer Wir freuen uns von Ihnen zu hören!",NA,NA,NA,NA,90.76,0.1985,2018-09-01
90.0,na,ONE_YEAR_FREE,NA,FALSE,FALSE,7,10.75,10,890.0,1910,107335223,NA,district_heating,TRUE,Berlin,TRUE,1,800.0,75,49.0,Berlin,first_time_use_after_refurbishment,sophisticated,no,Togostraße,Togostraße,FALSE,5,apartment,13351,2,NA,0,NA,2,FALSE,2,Berlin,Wedding_Wedding,"Die angebotene 2 Zimmer Wohnung ist ca. 50 qm groß und befindet sich im Erdgeschoss des Vorderhauses in der Togostraße 75. Zwei Zimmer Wohnung mit Küche, Diele & Badezimmer. Die Wohnung wurde vollständig saniert und möbliert. Es Handelt sich um eine möblierte Wohnung inkl. Einbauküche. Kaltmiete 600,00 € Zuschlag für Möblierung 200,00 € Nebenkosten 90,00 € Gesamt Miete 890,00 € Die Heizkosten sind nicht in den Nebenkosten enthalten. Sie müssen ca. mit 50,00 € zzgl. rechnen.",NA,NA,NA,2018,90.76,0.1985,2018-09-01
445.15,district_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,12,8.26,40,1688.94,1995,111391755,NA,district_heating,TRUE,Berlin,FALSE,5,1243.79,3D,120.44,Berlin,fully_renovated,na,NA,Triftstr.,Triftstr.,FALSE,7,roof_storey,13437,5,97.5,NA,NA,5,FALSE,5,Berlin,Wittenau_Reinickendorf,Die Wohnanlage befindet sich im Berliner Bezirk Reinickendorf und wurde im Jahr 1995 errichtet. Die Nähe zum angrenzenden Triftpark sowie die aufgelockerte Bebauung mit zahlreichen Grünflächen vermittelt eine hohe Aufenthalts- und Wohnqualität. Die Wohnsiedlung ist überwiegend mit 3- bis 4-stöckigen Mehrfamilienhäusern bebaut.,"Eine Besonderheit ist die Wohnungsaufteilung auf zwei Etagen, die auch über zwei separate Wohnungseingänge vom Treppenhaus aus verfügt. Alle Räume sind vom Flur begehbar. Vom Wohnzimmer aus gelangt man über die Treppen in die obere Etage und hat von einem Steg aus einen offenen Blick ins Wohnzimmer. Die Wohnung besitzt in der unteren Etage ein Wannenbad und in der oberen Etage entsteht ein neu verfliestes und modern ausgestattet Duschbad. Die gesamte Wohnung verfügt über einen geschmackvollen Laminatboden. Der Energieausweis wird derzeit erstellt.",157.66,NA,NA,NA,NA,2019-05-01
